,nodes,rho,network,beta,lambda,physical_infectivity,factor,hidden_infectivity,aware,infected
173,100,0.2,barabassi,0.42105263157894735,0.6842105263157894,0.4,0.01,0.6,0.8216129032258064,0.4932258064516129
174,100,0.2,barabassi,0.42105263157894735,0.7368421052631579,0.4,0.01,0.6,0.8222580645161289,0.4858064516129032
175,100,0.2,barabassi,0.42105263157894735,0.7894736842105263,0.4,0.01,0.6,0.8232258064516129,0.4783870967741935
176,100,0.2,barabassi,0.42105263157894735,0.8421052631578947,0.4,0.01,0.6,0.8245161290322581,0.4925806451612903
177,100,0.2,barabassi,0.42105263157894735,0.894736842105263,0.4,0.01,0.6,0.8222580645161289,0.49290322580645163
178,100,0.2,barabassi,0.42105263157894735,0.9473684210526315,0.4,0.01,0.6,0.8251612903225807,0.49806451612903224
179,100,0.2,barabassi,0.42105263157894735,1.0,0.4,0.01,0.6,0.8219354838709677,0.47612903225806447
180,100,0.2,barabassi,0.47368421052631576,0.0,0.4,0.01,0.6,0.7690322580645161,0.614516129032258
181,100,0.2,barabassi,0.47368421052631576,0.05263157894736842,0.4,0.01,0.6,0.802258064516129,0.5396774193548387
182,100,0.2,barabassi,0.47368421052631576,0.10526315789473684,0.4,0.01,0.6,0.8125806451612904,0.5170967741935484
183,100,0.2,barabassi,0.47368421052631576,0.15789473684210525,0.4,0.01,0.6,0.8138709677419356,0.5048387096774194
184,100,0.2,barabassi,0.47368421052631576,0.21052631578947367,0.4,0.01,0.6,0.8241935483870968,0.5012903225806452
185,100,0.2,barabassi,0.47368421052631576,0.2631578947368421,0.4,0.01,0.6,0.8203225806451613,0.49451612903225806
186,100,0.2,barabassi,0.47368421052631576,0.3157894736842105,0.4,0.01,0.6,0.8170967741935483,0.4838709677419355
187,100,0.2,barabassi,0.47368421052631576,0.3684210526315789,0.4,0.01,0.6,0.8209677419354838,0.492258064516129
188,100,0.2,barabassi,0.47368421052631576,0.42105263157894735,0.4,0.01,0.6,0.8325806451612904,0.5093548387096775
189,100,0.2,barabassi,0.47368421052631576,0.47368421052631576,0.4,0.01,0.6,0.8274193548387097,0.4964516129032258
190,100,0.2,barabassi,0.47368421052631576,0.5263157894736842,0.4,0.01,0.6,0.8225806451612904,0.5012903225806452
191,100,0.2,barabassi,0.47368421052631576,0.5789473684210527,0.4,0.01,0.6,0.83,0.5019354838709678
192,100,0.2,barabassi,0.47368421052631576,0.631578947368421,0.4,0.01,0.6,0.8261290322580644,0.49
193,100,0.2,barabassi,0.47368421052631576,0.6842105263157894,0.4,0.01,0.6,0.8245161290322581,0.4935483870967742
194,100,0.2,barabassi,0.47368421052631576,0.7368421052631579,0.4,0.01,0.6,0.8251612903225807,0.5019354838709678
195,100,0.2,barabassi,0.47368421052631576,0.7894736842105263,0.4,0.01,0.6,0.8287096774193549,0.4925806451612903
196,100,0.2,barabassi,0.47368421052631576,0.8421052631578947,0.4,0.01,0.6,0.8245161290322581,0.4938709677419355
197,100,0.2,barabassi,0.47368421052631576,0.894736842105263,0.4,0.01,0.6,0.8209677419354838,0.4932258064516129
198,100,0.2,barabassi,0.47368421052631576,0.9473684210526315,0.4,0.01,0.6,0.8225806451612904,0.4912903225806452
199,100,0.2,barabassi,0.47368421052631576,1.0,0.4,0.01,0.6,0.8258064516129032,0.492258064516129
200,100,0.2,barabassi,0.5263157894736842,0.0,0.4,0.01,0.6,0.7629032258064516,0.63
201,100,0.2,barabassi,0.5263157894736842,0.05263157894736842,0.4,0.01,0.6,0.8045161290322581,0.5403225806451613
202,100,0.2,barabassi,0.5263157894736842,0.10526315789473684,0.4,0.01,0.6,0.8122580645161289,0.49548387096774194
203,100,0.2,barabassi,0.5263157894736842,0.15789473684210525,0.4,0.01,0.6,0.8167741935483871,0.5067741935483872
204,100,0.2,barabassi,0.5263157894736842,0.21052631578947367,0.4,0.01,0.6,0.8283870967741936,0.5167741935483872
205,100,0.2,barabassi,0.5263157894736842,0.2631578947368421,0.4,0.01,0.6,0.8183870967741936,0.4935483870967742
206,100,0.2,barabassi,0.5263157894736842,0.3157894736842105,0.4,0.01,0.6,0.8251612903225807,0.5051612903225806
207,100,0.2,barabassi,0.5263157894736842,0.3684210526315789,0.4,0.01,0.6,0.8251612903225807,0.4948387096774194
208,100,0.2,barabassi,0.5263157894736842,0.42105263157894735,0.4,0.01,0.6,0.8238709677419355,0.49806451612903224
209,100,0.2,barabassi,0.5263157894736842,0.47368421052631576,0.4,0.01,0.6,0.8235483870967742,0.5032258064516129
210,100,0.2,barabassi,0.5263157894736842,0.5263157894736842,0.4,0.01,0.6,0.8270967741935483,0.5112903225806452
211,100,0.2,barabassi,0.5263157894736842,0.5789473684210527,0.4,0.01,0.6,0.8248387096774193,0.48935483870967744
212,100,0.2,barabassi,0.5263157894736842,0.631578947368421,0.4,0.01,0.6,0.8274193548387097,0.5038709677419355
213,100,0.2,barabassi,0.5263157894736842,0.6842105263157894,0.4,0.01,0.6,0.8167741935483871,0.4774193548387097
214,100,0.2,barabassi,0.5263157894736842,0.7368421052631579,0.4,0.01,0.6,0.827741935483871,0.492258064516129
215,100,0.2,barabassi,0.5263157894736842,0.7894736842105263,0.4,0.01,0.6,0.8316129032258064,0.5067741935483872
216,100,0.2,barabassi,0.5263157894736842,0.8421052631578947,0.4,0.01,0.6,0.8245161290322581,0.4974193548387097
217,100,0.2,barabassi,0.5263157894736842,0.894736842105263,0.4,0.01,0.6,0.8261290322580644,0.4932258064516129
218,100,0.2,barabassi,0.5263157894736842,0.9473684210526315,0.4,0.01,0.6,0.8225806451612904,0.5067741935483872
219,100,0.2,barabassi,0.5263157894736842,1.0,0.4,0.01,0.6,0.8293548387096774,0.48645161290322586
220,100,0.2,barabassi,0.5789473684210527,0.0,0.4,0.01,0.6,0.7719354838709677,0.6345161290322581
221,100,0.2,barabassi,0.5789473684210527,0.05263157894736842,0.4,0.01,0.6,0.8035483870967742,0.5519354838709678
222,100,0.2,barabassi,0.5789473684210527,0.10526315789473684,0.4,0.01,0.6,0.8161290322580644,0.52
223,100,0.2,barabassi,0.5789473684210527,0.15789473684210525,0.4,0.01,0.6,0.82,0.5109677419354839
224,100,0.2,barabassi,0.5789473684210527,0.21052631578947367,0.4,0.01,0.6,0.83,0.5003225806451613
225,100,0.2,barabassi,0.5789473684210527,0.2631578947368421,0.4,0.01,0.6,0.8258064516129032,0.5045161290322581
226,100,0.2,barabassi,0.5789473684210527,0.3157894736842105,0.4,0.01,0.6,0.8264516129032258,0.5051612903225806
227,100,0.2,barabassi,0.5789473684210527,0.3684210526315789,0.4,0.01,0.6,0.8261290322580644,0.49451612903225806
228,100,0.2,barabassi,0.5789473684210527,0.42105263157894735,0.4,0.01,0.6,0.8296774193548387,0.5051612903225806
229,100,0.2,barabassi,0.5789473684210527,0.47368421052631576,0.4,0.01,0.6,0.8235483870967742,0.4916129032258065
230,100,0.2,barabassi,0.5789473684210527,0.5263157894736842,0.4,0.01,0.6,0.8258064516129032,0.4990322580645162
231,100,0.2,barabassi,0.5789473684210527,0.5789473684210527,0.4,0.01,0.6,0.82,0.49032258064516127
232,100,0.2,barabassi,0.5789473684210527,0.631578947368421,0.4,0.01,0.6,0.8209677419354838,0.4883870967741935
