,nodes,rho,network,beta,lambda,physical_infectivity,factor,hidden_infectivity,aware,infected
199,1000,0.2,barabassi,0.47368421052631576,1.0,0.4,0.01,0.6,0.8522258064516129,0.5180645161290323
200,1000,0.2,barabassi,0.5263157894736842,0.0,0.4,0.01,0.6,0.8067741935483871,0.6518709677419355
201,1000,0.2,barabassi,0.5263157894736842,0.05263157894736842,0.4,0.01,0.6,0.8330645161290323,0.5892903225806452
202,1000,0.2,barabassi,0.5263157894736842,0.10526315789473684,0.4,0.01,0.6,0.8416451612903225,0.5531290322580645
203,1000,0.2,barabassi,0.5263157894736842,0.15789473684210525,0.4,0.01,0.6,0.8459677419354839,0.5431935483870969
204,1000,0.2,barabassi,0.5263157894736842,0.21052631578947367,0.4,0.01,0.6,0.8470322580645161,0.5279354838709677
205,1000,0.2,barabassi,0.5263157894736842,0.2631578947368421,0.4,0.01,0.6,0.8521290322580645,0.5276774193548387
206,1000,0.2,barabassi,0.5263157894736842,0.3157894736842105,0.4,0.01,0.6,0.8514516129032258,0.5193870967741936
207,1000,0.2,barabassi,0.5263157894736842,0.3684210526315789,0.4,0.01,0.6,0.8524516129032258,0.5193225806451613
208,1000,0.2,barabassi,0.5263157894736842,0.42105263157894735,0.4,0.01,0.6,0.8524193548387097,0.5156451612903226
209,1000,0.2,barabassi,0.5263157894736842,0.47368421052631576,0.4,0.01,0.6,0.8554838709677419,0.5163548387096775
210,1000,0.2,barabassi,0.5263157894736842,0.5263157894736842,0.4,0.01,0.6,0.849741935483871,0.519
211,1000,0.2,barabassi,0.5263157894736842,0.5789473684210527,0.4,0.01,0.6,0.8524838709677419,0.5173548387096775
212,1000,0.2,barabassi,0.5263157894736842,0.631578947368421,0.4,0.01,0.6,0.8537096774193549,0.5172903225806451
213,1000,0.2,barabassi,0.5263157894736842,0.6842105263157894,0.4,0.01,0.6,0.8534193548387097,0.513
214,1000,0.2,barabassi,0.5263157894736842,0.7368421052631579,0.4,0.01,0.6,0.8521612903225806,0.5157096774193549
215,1000,0.2,barabassi,0.5263157894736842,0.7894736842105263,0.4,0.01,0.6,0.8512580645161291,0.5183548387096775
216,1000,0.2,barabassi,0.5263157894736842,0.8421052631578947,0.4,0.01,0.6,0.8509032258064516,0.5128064516129032
217,1000,0.2,barabassi,0.5263157894736842,0.894736842105263,0.4,0.01,0.6,0.852516129032258,0.5153870967741936
