nodes,rho,network,beta,lambda,factor,physical_infectivity,hidden_infectivity,aware,infected
100,0.2,barabassi,0.7,0.2,0.01,0.0,0.0,0.9741935483870967,0.5780645161290323
100,0.2,barabassi,0.7,0.3,0.01,0.0,0.0,0.9741935483870967,0.5529032258064517
100,0.2,barabassi,0.7,0.4,0.01,0.0,0.0,0.9741935483870967,0.4522580645161291
100,0.2,barabassi,0.7,0.5,0.01,0.0,0.0,0.9741935483870967,0.5425806451612903
100,0.2,barabassi,0.7,0.6,0.01,0.0,0.0,0.9741935483870967,0.48419354838709666
100,0.2,barabassi,0.7,0.7,0.01,0.0,0.0,0.9741935483870967,0.5193548387096774
100,0.2,barabassi,0.7,0.8,0.01,0.0,0.0,0.9741935483870967,0.48419354838709666
100,0.2,barabassi,0.7,0.9,0.01,0.0,0.0,0.9741935483870967,0.5596774193548388
100,0.2,barabassi,0.7,1.0,0.01,0.0,0.0,0.9741935483870967,0.4890322580645162
100,0.2,barabassi,0.8,0.0,0.01,0.0,0.0,0.9741935483870967,0.4751612903225805
100,0.2,barabassi,0.8,0.1,0.01,0.0,0.0,0.9741935483870967,0.591290322580645
100,0.2,barabassi,0.8,0.2,0.01,0.0,0.0,0.9741935483870967,0.4625806451612903
100,0.2,barabassi,0.8,0.3,0.01,0.0,0.0,0.9741935483870967,0.5503225806451615
100,0.2,barabassi,0.8,0.4,0.01,0.0,0.0,0.9741935483870967,0.5664516129032257
100,0.2,barabassi,0.8,0.5,0.01,0.0,0.0,0.9741935483870967,0.4803225806451611
100,0.2,barabassi,0.8,0.6,0.01,0.0,0.0,0.9741935483870967,0.47741935483870984
100,0.2,barabassi,0.8,0.7,0.01,0.0,0.0,0.9741935483870967,0.5135483870967742
100,0.2,barabassi,0.8,0.8,0.01,0.0,0.0,0.9741935483870967,0.44290322580645175
100,0.2,barabassi,0.8,0.9,0.01,0.0,0.0,0.9741935483870967,0.4803225806451611
100,0.2,barabassi,0.8,1.0,0.01,0.0,0.0,0.9741935483870967,0.5838709677419357
100,0.2,barabassi,0.9,0.0,0.01,0.0,0.0,0.9741935483870967,0.5538709677419354
100,0.2,barabassi,0.9,0.1,0.01,0.0,0.0,0.9741935483870967,0.4896774193548386
100,0.2,barabassi,0.9,0.2,0.01,0.0,0.0,0.9741935483870967,0.6403225806451613
100,0.2,barabassi,0.9,0.3,0.01,0.0,0.0,0.9741935483870967,0.4038709677419355
100,0.2,barabassi,0.9,0.4,0.01,0.0,0.0,0.9741935483870967,0.5403225806451614
100,0.2,barabassi,0.9,0.5,0.01,0.0,0.0,0.9741935483870967,0.5825806451612905
100,0.2,barabassi,0.9,0.6,0.01,0.0,0.0,0.9741935483870967,0.506451612903226
100,0.2,barabassi,0.9,0.7,0.01,0.0,0.0,0.9741935483870967,0.5203225806451612
100,0.2,barabassi,0.9,0.8,0.01,0.0,0.0,0.9741935483870967,0.6225806451612904
100,0.2,barabassi,0.9,0.9,0.01,0.0,0.0,0.9741935483870967,0.4903225806451615
100,0.2,barabassi,0.9,1.0,0.01,0.0,0.0,0.9741935483870967,0.6480645161290322
100,0.2,barabassi,1.0,0.0,0.01,0.0,0.0,0.9741935483870967,0.5648387096774194
100,0.2,barabassi,1.0,0.1,0.01,0.0,0.0,0.9741935483870967,0.5751612903225805
100,0.2,barabassi,1.0,0.2,0.01,0.0,0.0,0.9741935483870967,0.6270967741935484
100,0.2,barabassi,1.0,0.3,0.01,0.0,0.0,0.9741935483870967,0.5483870967741934
100,0.2,barabassi,1.0,0.4,0.01,0.0,0.0,0.9741935483870967,0.6019354838709678
100,0.2,barabassi,1.0,0.5,0.01,0.0,0.0,0.9741935483870967,0.5993548387096775
100,0.2,barabassi,1.0,0.6,0.01,0.0,0.0,0.9741935483870967,0.6061290322580645
100,0.2,barabassi,1.0,0.7,0.01,0.0,0.0,0.9741935483870967,0.599677419354839
100,0.2,barabassi,1.0,0.8,0.01,0.0,0.0,0.9741935483870967,0.5193548387096774
100,0.2,barabassi,1.0,0.9,0.01,0.0,0.0,0.9741935483870967,0.6306451612903223
100,0.2,barabassi,1.0,1.0,0.01,0.0,0.0,0.9741935483870967,0.6338709677419354
100,0.2,barabassi,0.0,0.0,0.01,0.0,0.1,0.8970967741935485,0.20000000000000007
100,0.2,barabassi,0.0,0.1,0.01,0.0,0.1,0.9077419354838708,0.20000000000000007
100,0.2,barabassi,0.0,0.2,0.01,0.0,0.1,0.9038709677419355,0.20000000000000007
100,0.2,barabassi,0.0,0.3,0.01,0.0,0.1,0.9038709677419355,0.20000000000000007
100,0.2,barabassi,0.0,0.4,0.01,0.0,0.1,0.903225806451613,0.20000000000000007
100,0.2,barabassi,0.0,0.5,0.01,0.0,0.1,0.8935483870967743,0.20000000000000007
100,0.2,barabassi,0.0,0.6,0.01,0.0,0.1,0.900967741935484,0.20000000000000007
100,0.2,barabassi,0.0,0.7,0.01,0.0,0.1,0.9083870967741937,0.20000000000000007
100,0.2,barabassi,0.0,0.8,0.01,0.0,0.1,0.895483870967742,0.20000000000000007
100,0.2,barabassi,0.0,0.9,0.01,0.0,0.1,0.9048387096774194,0.20000000000000007
100,0.2,barabassi,0.0,1.0,0.01,0.0,0.1,0.9019354838709678,0.20000000000000007
100,0.2,barabassi,0.1,0.0,0.01,0.0,0.1,0.9641935483870968,0.557741935483871
100,0.2,barabassi,0.1,0.1,0.01,0.0,0.1,0.9590322580645159,0.6374193548387098
100,0.2,barabassi,0.1,0.2,0.01,0.0,0.1,0.9570967741935483,0.5812903225806451
100,0.2,barabassi,0.1,0.3,0.01,0.0,0.1,0.9567741935483869,0.6041935483870967
100,0.2,barabassi,0.1,0.4,0.01,0.0,0.1,0.9487096774193546,0.5351612903225806
100,0.2,barabassi,0.1,0.5,0.01,0.0,0.1,0.9616129032258065,0.6080645161290322
100,0.2,barabassi,0.1,0.6,0.01,0.0,0.1,0.9616129032258063,0.5787096774193548
100,0.2,barabassi,0.1,0.7,0.01,0.0,0.1,0.9558064516129031,0.6012903225806452
100,0.2,barabassi,0.1,0.8,0.01,0.0,0.1,0.9596774193548387,0.5870967741935483
100,0.2,barabassi,0.1,0.9,0.01,0.0,0.1,0.9625806451612903,0.5674193548387098
100,0.2,barabassi,0.1,1.0,0.01,0.0,0.1,0.9583870967741934,0.6016129032258064
100,0.2,barabassi,0.2,0.0,0.01,0.0,0.1,0.970967741935484,0.61
100,0.2,barabassi,0.2,0.1,0.01,0.0,0.1,0.97,0.6919354838709675
100,0.2,barabassi,0.2,0.2,0.01,0.0,0.1,0.9616129032258062,0.641290322580645
100,0.2,barabassi,0.2,0.3,0.01,0.0,0.1,0.9716129032258065,0.574516129032258
100,0.2,barabassi,0.2,0.4,0.01,0.0,0.1,0.9667741935483869,0.6941935483870966
100,0.2,barabassi,0.2,0.5,0.01,0.0,0.1,0.9696774193548386,0.6125806451612904
100,0.2,barabassi,0.2,0.6,0.01,0.0,0.1,0.966774193548387,0.7106451612903227
100,0.2,barabassi,0.2,0.7,0.01,0.0,0.1,0.9599999999999999,0.6738709677419352
100,0.2,barabassi,0.2,0.8,0.01,0.0,0.1,0.9645161290322578,0.6422580645161292
100,0.2,barabassi,0.2,0.9,0.01,0.0,0.1,0.9696774193548388,0.6506451612903228
100,0.2,barabassi,0.2,1.0,0.01,0.0,0.1,0.9687096774193549,0.6574193548387098
100,0.2,barabassi,0.3,0.0,0.01,0.0,0.1,0.9732258064516129,0.7512903225806451
100,0.2,barabassi,0.3,0.1,0.01,0.0,0.1,0.9725806451612903,0.591290322580645
100,0.2,barabassi,0.3,0.2,0.01,0.0,0.1,0.970967741935484,0.675806451612903
100,0.2,barabassi,0.3,0.3,0.01,0.0,0.1,0.9719354838709678,0.6438709677419355
100,0.2,barabassi,0.3,0.4,0.01,0.0,0.1,0.9722580645161291,0.6893548387096772
100,0.2,barabassi,0.3,0.5,0.01,0.0,0.1,0.9696774193548388,0.6596774193548386
100,0.2,barabassi,0.3,0.6,0.01,0.0,0.1,0.9712903225806452,0.61
100,0.2,barabassi,0.3,0.7,0.01,0.0,0.1,0.9693548387096773,0.6754838709677419
100,0.2,barabassi,0.3,0.8,0.01,0.0,0.1,0.9690322580645161,0.6803225806451612
100,0.2,barabassi,0.3,0.9,0.01,0.0,0.1,0.9680645161290323,0.6825806451612902
100,0.2,barabassi,0.3,1.0,0.01,0.0,0.1,0.9722580645161291,0.6922580645161289
100,0.2,barabassi,0.4,0.0,0.01,0.0,0.1,0.9735483870967742,0.7341935483870965
100,0.2,barabassi,0.4,0.1,0.01,0.0,0.1,0.9735483870967742,0.7470967741935483
100,0.2,barabassi,0.4,0.2,0.01,0.0,0.1,0.9725806451612903,0.6299999999999998
100,0.2,barabassi,0.4,0.3,0.01,0.0,0.1,0.9729032258064516,0.6916129032258066
100,0.2,barabassi,0.4,0.4,0.01,0.0,0.1,0.9716129032258065,0.6270967741935485
100,0.2,barabassi,0.4,0.5,0.01,0.0,0.1,0.9735483870967742,0.6274193548387099
100,0.2,barabassi,0.4,0.6,0.01,0.0,0.1,0.9722580645161291,0.6803225806451615
100,0.2,barabassi,0.4,0.7,0.01,0.0,0.1,0.9725806451612903,0.6609677419354838
100,0.2,barabassi,0.4,0.8,0.01,0.0,0.1,0.9735483870967742,0.5745161290322581
100,0.2,barabassi,0.4,0.9,0.01,0.0,0.1,0.9732258064516129,0.577741935483871
100,0.2,barabassi,0.4,1.0,0.01,0.0,0.1,0.9712903225806452,0.6006451612903227
100,0.2,barabassi,0.5,0.0,0.01,0.0,0.1,0.9741935483870967,0.739354838709677
100,0.2,barabassi,0.5,0.1,0.01,0.0,0.1,0.9725806451612903,0.666774193548387
100,0.2,barabassi,0.5,0.2,0.01,0.0,0.1,0.9729032258064516,0.6825806451612906
100,0.2,barabassi,0.5,0.3,0.01,0.0,0.1,0.9732258064516129,0.7451612903225805
100,0.2,barabassi,0.5,0.4,0.01,0.0,0.1,0.9735483870967742,0.7141935483870964
100,0.2,barabassi,0.5,0.5,0.01,0.0,0.1,0.9729032258064516,0.6999999999999998
100,0.2,barabassi,0.5,0.6,0.01,0.0,0.1,0.9729032258064516,0.7241935483870964
100,0.2,barabassi,0.5,0.7,0.01,0.0,0.1,0.9732258064516129,0.7229032258064514
100,0.2,barabassi,0.5,0.8,0.01,0.0,0.1,0.9725806451612903,0.7332258064516133
100,0.2,barabassi,0.5,0.9,0.01,0.0,0.1,0.9738709677419355,0.6980645161290322
100,0.2,barabassi,0.5,1.0,0.01,0.0,0.1,0.9735483870967742,0.6141935483870967
100,0.2,barabassi,0.6,0.0,0.01,0.0,0.1,0.9735483870967742,0.7290322580645161
100,0.2,barabassi,0.6,0.1,0.01,0.0,0.1,0.9741935483870967,0.7125806451612902
100,0.2,barabassi,0.6,0.2,0.01,0.0,0.1,0.9735483870967742,0.7225806451612904
100,0.2,barabassi,0.6,0.3,0.01,0.0,0.1,0.9738709677419355,0.7119354838709676
100,0.2,barabassi,0.6,0.4,0.01,0.0,0.1,0.9729032258064516,0.7067741935483872
100,0.2,barabassi,0.6,0.5,0.01,0.0,0.1,0.9735483870967742,0.6587096774193549
100,0.2,barabassi,0.6,0.6,0.01,0.0,0.1,0.9732258064516129,0.6790322580645162
100,0.2,barabassi,0.6,0.7,0.01,0.0,0.1,0.9738709677419355,0.7367741935483872
100,0.2,barabassi,0.6,0.8,0.01,0.0,0.1,0.9725806451612903,0.7483870967741939
100,0.2,barabassi,0.6,0.9,0.01,0.0,0.1,0.9735483870967742,0.6748387096774194
100,0.2,barabassi,0.6,1.0,0.01,0.0,0.1,0.9732258064516129,0.6777419354838708
100,0.2,barabassi,0.7,0.0,0.01,0.0,0.1,0.9741935483870967,0.7441935483870964
100,0.2,barabassi,0.7,0.1,0.01,0.0,0.1,0.9738709677419355,0.7029032258064514
100,0.2,barabassi,0.7,0.2,0.01,0.0,0.1,0.9735483870967742,0.6877419354838712
100,0.2,barabassi,0.7,0.3,0.01,0.0,0.1,0.9735483870967742,0.6999999999999997
100,0.2,barabassi,0.7,0.4,0.01,0.0,0.1,0.9729032258064516,0.7138709677419356
100,0.2,barabassi,0.7,0.5,0.01,0.0,0.1,0.9735483870967742,0.7219354838709677
100,0.2,barabassi,0.7,0.6,0.01,0.0,0.1,0.9729032258064516,0.7277419354838707
100,0.2,barabassi,0.7,0.7,0.01,0.0,0.1,0.9732258064516129,0.7193548387096775
100,0.2,barabassi,0.7,0.8,0.01,0.0,0.1,0.9729032258064516,0.7190322580645162
100,0.2,barabassi,0.7,0.9,0.01,0.0,0.1,0.9729032258064516,0.7135483870967744
100,0.2,barabassi,0.7,1.0,0.01,0.0,0.1,0.9732258064516129,0.676774193548387
100,0.2,barabassi,0.8,0.0,0.01,0.0,0.1,0.9741935483870967,0.7016129032258064
100,0.2,barabassi,0.8,0.1,0.01,0.0,0.1,0.9735483870967742,0.7329032258064514
100,0.2,barabassi,0.8,0.2,0.01,0.0,0.1,0.9738709677419355,0.7451612903225806
100,0.2,barabassi,0.8,0.3,0.01,0.0,0.1,0.9738709677419355,0.709677419354839
100,0.2,barabassi,0.8,0.4,0.01,0.0,0.1,0.9738709677419355,0.6829032258064517
100,0.2,barabassi,0.8,0.5,0.01,0.0,0.1,0.9738709677419355,0.7293548387096775
100,0.2,barabassi,0.8,0.6,0.01,0.0,0.1,0.9732258064516129,0.7351612903225806
100,0.2,barabassi,0.8,0.7,0.01,0.0,0.1,0.9741935483870967,0.7174193548387094
100,0.2,barabassi,0.8,0.8,0.01,0.0,0.1,0.9732258064516129,0.6758064516129031
100,0.2,barabassi,0.8,0.9,0.01,0.0,0.1,0.9738709677419355,0.6612903225806449
100,0.2,barabassi,0.8,1.0,0.01,0.0,0.1,0.9725806451612903,0.7338709677419355
100,0.2,barabassi,0.9,0.0,0.01,0.0,0.1,0.9741935483870967,0.6780645161290318
100,0.2,barabassi,0.9,0.1,0.01,0.0,0.1,0.9735483870967742,0.6664516129032256
100,0.2,barabassi,0.9,0.2,0.01,0.0,0.1,0.9735483870967742,0.7564516129032255
100,0.2,barabassi,0.9,0.3,0.01,0.0,0.1,0.9738709677419355,0.706451612903226
100,0.2,barabassi,0.9,0.4,0.01,0.0,0.1,0.9735483870967742,0.721290322580645
100,0.2,barabassi,0.9,0.5,0.01,0.0,0.1,0.9738709677419355,0.8029032258064517
100,0.2,barabassi,0.9,0.6,0.01,0.0,0.1,0.9735483870967742,0.7061290322580643
100,0.2,barabassi,0.9,0.7,0.01,0.0,0.1,0.9738709677419355,0.7177419354838708
100,0.2,barabassi,0.9,0.8,0.01,0.0,0.1,0.9729032258064516,0.7503225806451609
100,0.2,barabassi,0.9,0.9,0.01,0.0,0.1,0.9732258064516129,0.7261290322580645
100,0.2,barabassi,0.9,1.0,0.01,0.0,0.1,0.9738709677419355,0.7670967741935485
100,0.2,barabassi,1.0,0.0,0.01,0.0,0.1,0.9741935483870967,0.6961290322580643
100,0.2,barabassi,1.0,0.1,0.01,0.0,0.1,0.9741935483870967,0.7538709677419353
100,0.2,barabassi,1.0,0.2,0.01,0.0,0.1,0.9735483870967742,0.8000000000000002
100,0.2,barabassi,1.0,0.3,0.01,0.0,0.1,0.9729032258064516,0.7167741935483873
100,0.2,barabassi,1.0,0.4,0.01,0.0,0.1,0.9738709677419355,0.7680645161290321
100,0.2,barabassi,1.0,0.5,0.01,0.0,0.1,0.9735483870967742,0.7258064516129035
100,0.2,barabassi,1.0,0.6,0.01,0.0,0.1,0.9735483870967742,0.6858064516129033
100,0.2,barabassi,1.0,0.7,0.01,0.0,0.1,0.9732258064516129,0.7332258064516132
100,0.2,barabassi,1.0,0.8,0.01,0.0,0.1,0.9732258064516129,0.7167741935483868
100,0.2,barabassi,1.0,0.9,0.01,0.0,0.1,0.9735483870967742,0.7432258064516128
100,0.2,barabassi,1.0,1.0,0.01,0.0,0.1,0.9735483870967742,0.6183870967741938
100,0.2,barabassi,0.0,0.0,0.01,0.0,0.2,0.823225806451613,0.20000000000000007
100,0.2,barabassi,0.0,0.1,0.01,0.0,0.2,0.8280645161290322,0.20000000000000007
100,0.2,barabassi,0.0,0.2,0.01,0.0,0.2,0.8312903225806451,0.20000000000000007
100,0.2,barabassi,0.0,0.3,0.01,0.0,0.2,0.8419354838709677,0.20000000000000007
100,0.2,barabassi,0.0,0.4,0.01,0.0,0.2,0.8345161290322581,0.20000000000000007
100,0.2,barabassi,0.0,0.5,0.01,0.0,0.2,0.8335483870967743,0.20000000000000007
100,0.2,barabassi,0.0,0.6,0.01,0.0,0.2,0.8383870967741935,0.20000000000000007
100,0.2,barabassi,0.0,0.7,0.01,0.0,0.2,0.8312903225806454,0.20000000000000007
100,0.2,barabassi,0.0,0.8,0.01,0.0,0.2,0.8312903225806453,0.20000000000000007
100,0.2,barabassi,0.0,0.9,0.01,0.0,0.2,0.8267741935483871,0.20000000000000007
100,0.2,barabassi,0.0,1.0,0.01,0.0,0.2,0.8383870967741937,0.20000000000000007
100,0.2,barabassi,0.1,0.0,0.01,0.0,0.2,0.9422580645161289,0.6983870967741932
100,0.2,barabassi,0.1,0.1,0.01,0.0,0.2,0.9396774193548388,0.7264516129032257
100,0.2,barabassi,0.1,0.2,0.01,0.0,0.2,0.9358064516129032,0.7158064516129036
100,0.2,barabassi,0.1,0.3,0.01,0.0,0.2,0.936451612903226,0.6767741935483867
100,0.2,barabassi,0.1,0.4,0.01,0.0,0.2,0.9341935483870968,0.6958064516129032
100,0.2,barabassi,0.1,0.5,0.01,0.0,0.2,0.9403225806451614,0.7312903225806454
100,0.2,barabassi,0.1,0.6,0.01,0.0,0.2,0.9445161290322581,0.7174193548387097
100,0.2,barabassi,0.1,0.7,0.01,0.0,0.2,0.9454838709677418,0.7238709677419358
100,0.2,barabassi,0.1,0.8,0.01,0.0,0.2,0.9393548387096773,0.7135483870967746
100,0.2,barabassi,0.1,0.9,0.01,0.0,0.2,0.937741935483871,0.6874193548387098
100,0.2,barabassi,0.1,1.0,0.01,0.0,0.2,0.9390322580645161,0.691612903225806
100,0.2,barabassi,0.2,0.0,0.01,0.0,0.2,0.9654838709677418,0.8032258064516127
100,0.2,barabassi,0.2,0.1,0.01,0.0,0.2,0.9570967741935483,0.7774193548387097
100,0.2,barabassi,0.2,0.2,0.01,0.0,0.2,0.9654838709677419,0.6916129032258068
100,0.2,barabassi,0.2,0.3,0.01,0.0,0.2,0.9632258064516129,0.7977419354838713
100,0.2,barabassi,0.2,0.4,0.01,0.0,0.2,0.9641935483870967,0.7845161290322583
100,0.2,barabassi,0.2,0.5,0.01,0.0,0.2,0.9629032258064514,0.780967741935484
100,0.2,barabassi,0.2,0.6,0.01,0.0,0.2,0.967741935483871,0.6896774193548387
100,0.2,barabassi,0.2,0.7,0.01,0.0,0.2,0.9593548387096774,0.7451612903225805
100,0.2,barabassi,0.2,0.8,0.01,0.0,0.2,0.9612903225806451,0.8016129032258065
100,0.2,barabassi,0.2,0.9,0.01,0.0,0.2,0.9503225806451613,0.7738709677419356
100,0.2,barabassi,0.2,1.0,0.01,0.0,0.2,0.9596774193548385,0.7761290322580643
100,0.2,barabassi,0.3,0.0,0.01,0.0,0.2,0.966129032258064,0.7825806451612902
100,0.2,barabassi,0.3,0.1,0.01,0.0,0.2,0.9670967741935483,0.7819354838709676
100,0.2,barabassi,0.3,0.2,0.01,0.0,0.2,0.9712903225806452,0.7945161290322581
100,0.2,barabassi,0.3,0.3,0.01,0.0,0.2,0.9654838709677418,0.7964516129032255
100,0.2,barabassi,0.3,0.4,0.01,0.0,0.2,0.9654838709677418,0.8206451612903225
100,0.2,barabassi,0.3,0.5,0.01,0.0,0.2,0.9693548387096773,0.7674193548387095
100,0.2,barabassi,0.3,0.6,0.01,0.0,0.2,0.9696774193548388,0.7741935483870969
100,0.2,barabassi,0.3,0.7,0.01,0.0,0.2,0.9612903225806447,0.7770967741935486
100,0.2,barabassi,0.3,0.8,0.01,0.0,0.2,0.9693548387096774,0.7716129032258067
100,0.2,barabassi,0.3,0.9,0.01,0.0,0.2,0.97,0.7645161290322584
