nodes,rho,network,beta,lambda,media,factor,physical_infectivity,hidden_infectivity,aware,infected
1000,0.2,barabassi1000,0.9,0.8,0.0,0.01,0.0,0.0,0.9270909090909091,0.7345454545454545
1000,0.2,barabassi1000,0.9,0.0,0.0,0.01,0.0,0.0,0.9270909090909091,0.7501818181818183
1000,0.2,barabassi1000,1.0,0.0,0.0,0.01,0.0,0.0,0.9270909090909091,0.7762727272727272
1000,0.2,barabassi1000,0.8,0.3,0.0,0.01,0.0,0.0,0.9270909090909091,0.704909090909091
1000,0.2,barabassi1000,0.9,0.3,0.0,0.01,0.0,0.0,0.9270909090909091,0.7396363636363635
1000,0.2,barabassi1000,0.8,0.4,0.0,0.01,0.0,0.0,0.9270909090909091,0.7013636363636363
1000,0.2,barabassi1000,0.9,0.4,0.0,0.01,0.0,0.0,0.9270909090909091,0.7404545454545454
1000,0.2,barabassi1000,0.9,0.2,0.0,0.01,0.0,0.0,0.9270909090909091,0.7420909090909091
1000,0.2,barabassi1000,1.0,0.3,0.0,0.01,0.0,0.0,0.9270909090909091,0.7614545454545454
1000,0.2,barabassi1000,0.0,1.0,0.0,0.01,0.0,0.0,0.9270909090909091,0.2
1000,0.2,barabassi1000,0.8,0.9,0.0,0.01,0.0,0.0,0.9270909090909091,0.7118181818181818
1000,0.2,barabassi1000,0.8,1.0,0.0,0.01,0.0,0.0,0.9270909090909091,0.7124545454545455
1000,0.2,barabassi1000,0.8,0.8,0.0,0.01,0.0,0.0,0.9270909090909091,0.7196363636363636
1000,0.2,barabassi1000,0.9,0.7,0.0,0.01,0.0,0.0,0.9270909090909091,0.7474545454545454
1000,0.2,barabassi1000,0.9,0.5,0.0,0.01,0.0,0.0,0.9270909090909091,0.7394545454545455
1000,0.2,barabassi1000,1.0,0.1,0.0,0.01,0.0,0.0,0.9270909090909091,0.7683636363636364
1000,0.2,barabassi1000,1.0,0.2,0.0,0.01,0.0,0.0,0.9270909090909091,0.7661818181818183
1000,0.2,barabassi1000,0.9,0.6,0.0,0.01,0.0,0.0,0.9270909090909091,0.7315454545454546
1000,0.2,barabassi1000,1.0,0.4,0.0,0.01,0.0,0.0,0.9270909090909091,0.7613636363636364
1000,0.2,barabassi1000,0.9,1.0,0.0,0.01,0.0,0.0,0.9270909090909091,0.7436363636363637
1000,0.2,barabassi1000,1.0,0.6,0.0,0.01,0.0,0.0,0.9270909090909091,0.7495454545454545
1000,0.2,barabassi1000,1.0,0.7,0.0,0.01,0.0,0.0,0.9270909090909091,0.7524545454545454
1000,0.2,barabassi1000,1.0,0.5,0.0,0.01,0.0,0.0,0.9270909090909091,0.759
1000,0.2,barabassi1000,1.0,0.9,0.0,0.01,0.0,0.0,0.9270909090909091,0.7684545454545456
1000,0.2,barabassi1000,1.0,1.0,0.0,0.01,0.0,0.0,0.9270909090909091,0.754
1000,0.2,barabassi1000,1.0,0.8,0.0,0.01,0.0,0.0,0.9270909090909091,0.7497272727272727
1000,0.2,barabassi1000,0.1,0.0,0.0,0.01,0.0,0.1,0.926,0.5684545454545455
1000,0.2,barabassi1000,0.1,0.1,0.0,0.01,0.0,0.1,0.9257272727272728,0.5678181818181819
1000,0.2,barabassi1000,0.3,0.1,0.0,0.01,0.0,0.1,0.9270909090909091,0.6897272727272726
1000,0.2,barabassi1000,0.2,0.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.621
1000,0.2,barabassi1000,0.1,0.2,0.0,0.01,0.0,0.1,0.9256363636363638,0.5768181818181818
1000,0.2,barabassi1000,0.1,0.3,0.0,0.01,0.0,0.1,0.9258181818181819,0.5600909090909091
1000,0.2,barabassi1000,0.1,0.4,0.0,0.01,0.0,0.1,0.9257272727272728,0.5537272727272727
1000,0.2,barabassi1000,0.2,0.2,0.0,0.01,0.0,0.1,0.9270909090909091,0.6267272727272727
1000,0.2,barabassi1000,0.1,0.7,0.0,0.01,0.0,0.1,0.9256363636363637,0.5666363636363637
1000,0.2,barabassi1000,0.2,0.4,0.0,0.01,0.0,0.1,0.9270909090909091,0.6277272727272728
1000,0.2,barabassi1000,0.3,0.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.695090909090909
1000,0.2,barabassi1000,0.2,0.5,0.0,0.01,0.0,0.1,0.9270909090909091,0.6213636363636363
1000,0.2,barabassi1000,0.2,0.1,0.0,0.01,0.0,0.1,0.9270909090909091,0.629909090909091
1000,0.2,barabassi1000,0.2,0.8,0.0,0.01,0.0,0.1,0.9270909090909091,0.6178181818181818
1000,0.2,barabassi1000,0.2,0.3,0.0,0.01,0.0,0.1,0.9269999999999999,0.6335454545454545
1000,0.2,barabassi1000,0.2,0.6,0.0,0.01,0.0,0.1,0.9270909090909091,0.634
1000,0.2,barabassi1000,0.3,0.5,0.0,0.01,0.0,0.1,0.9270909090909091,0.6563636363636364
1000,0.2,barabassi1000,0.2,1.0,0.0,0.01,0.0,0.1,0.927,0.6512727272727272
1000,0.2,barabassi1000,0.1,0.9,0.0,0.01,0.0,0.1,0.9265454545454546,0.5709090909090908
1000,0.2,barabassi1000,0.3,0.2,0.0,0.01,0.0,0.1,0.9270909090909091,0.6583636363636365
1000,0.2,barabassi1000,0.1,0.6,0.0,0.01,0.0,0.1,0.9263636363636365,0.5674545454545455
1000,0.2,barabassi1000,0.4,0.1,0.0,0.01,0.0,0.1,0.9270909090909091,0.7085454545454545
1000,0.2,barabassi1000,0.4,0.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.7133636363636363
1000,0.2,barabassi1000,0.2,0.9,0.0,0.01,0.0,0.1,0.9269999999999999,0.6161818181818183
1000,0.2,barabassi1000,0.3,0.7,0.0,0.01,0.0,0.1,0.9270909090909091,0.6749090909090909
1000,0.2,barabassi1000,0.4,0.2,0.0,0.01,0.0,0.1,0.9270909090909091,0.7183636363636364
1000,0.2,barabassi1000,0.1,0.5,0.0,0.01,0.0,0.1,0.9255454545454544,0.5650000000000001
1000,0.2,barabassi1000,0.3,0.4,0.0,0.01,0.0,0.1,0.9270909090909091,0.6538181818181819
1000,0.2,barabassi1000,0.3,0.3,0.0,0.01,0.0,0.1,0.9270909090909091,0.6709999999999999
1000,0.2,barabassi1000,0.1,0.8,0.0,0.01,0.0,0.1,0.9264545454545455,0.5736363636363636
1000,0.2,barabassi1000,0.2,0.7,0.0,0.01,0.0,0.1,0.9270909090909091,0.619090909090909
1000,0.2,barabassi1000,0.3,0.6,0.0,0.01,0.0,0.1,0.9270909090909091,0.6636363636363637
1000,0.2,barabassi1000,0.3,0.9,0.0,0.01,0.0,0.1,0.9270909090909091,0.6589999999999999
1000,0.2,barabassi1000,0.3,0.8,0.0,0.01,0.0,0.1,0.9270909090909091,0.64
1000,0.2,barabassi1000,0.1,1.0,0.0,0.01,0.0,0.1,0.9248181818181819,0.5534545454545455
1000,0.2,barabassi1000,0.4,0.3,0.0,0.01,0.0,0.1,0.9270909090909091,0.6924545454545453
1000,0.2,barabassi1000,0.3,1.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.6650909090909092
1000,0.2,barabassi1000,0.4,0.5,0.0,0.01,0.0,0.1,0.9270909090909091,0.7007272727272728
1000,0.2,barabassi1000,0.4,0.4,0.0,0.01,0.0,0.1,0.9270909090909091,0.6892727272727273
1000,0.2,barabassi1000,0.5,0.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.7284545454545455
1000,0.2,barabassi1000,0.4,0.7,0.0,0.01,0.0,0.1,0.9270909090909091,0.6885454545454546
1000,0.2,barabassi1000,0.4,0.6,0.0,0.01,0.0,0.1,0.9270909090909091,0.7019090909090909
1000,0.2,barabassi1000,0.5,0.1,0.0,0.01,0.0,0.1,0.9270909090909091,0.721909090909091
1000,0.2,barabassi1000,0.4,0.9,0.0,0.01,0.0,0.1,0.9270909090909091,0.6855454545454546
1000,0.2,barabassi1000,0.6,0.6,0.0,0.01,0.0,0.1,0.9270909090909091,0.7487272727272728
1000,0.2,barabassi1000,0.4,1.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.6999090909090909
1000,0.2,barabassi1000,0.6,0.1,0.0,0.01,0.0,0.1,0.9270909090909091,0.7400909090909091
1000,0.2,barabassi1000,0.6,0.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.7509090909090909
1000,0.2,barabassi1000,0.5,0.7,0.0,0.01,0.0,0.1,0.9270909090909091,0.7310909090909091
1000,0.2,barabassi1000,0.5,0.9,0.0,0.01,0.0,0.1,0.9270909090909091,0.721
1000,0.2,barabassi1000,0.5,0.2,0.0,0.01,0.0,0.1,0.9270909090909091,0.7115454545454546
1000,0.2,barabassi1000,0.4,0.8,0.0,0.01,0.0,0.1,0.9270909090909091,0.6956363636363636
1000,0.2,barabassi1000,0.5,0.6,0.0,0.01,0.0,0.1,0.9270909090909091,0.731909090909091
1000,0.2,barabassi1000,0.6,0.3,0.0,0.01,0.0,0.1,0.9270909090909091,0.7419090909090911
1000,0.2,barabassi1000,0.6,0.7,0.0,0.01,0.0,0.1,0.9270909090909091,0.7333636363636363
1000,0.2,barabassi1000,0.5,0.3,0.0,0.01,0.0,0.1,0.9270909090909091,0.7281818181818182
1000,0.2,barabassi1000,0.5,0.4,0.0,0.01,0.0,0.1,0.9270909090909091,0.7198181818181818
1000,0.2,barabassi1000,0.5,1.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.7197272727272728
1000,0.2,barabassi1000,0.5,0.8,0.0,0.01,0.0,0.1,0.9270909090909091,0.7092727272727274
1000,0.2,barabassi1000,0.5,0.5,0.0,0.01,0.0,0.1,0.9270909090909091,0.7256363636363635
1000,0.2,barabassi1000,0.6,0.2,0.0,0.01,0.0,0.1,0.9270909090909091,0.7459090909090907
1000,0.2,barabassi1000,0.7,0.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.7741818181818182
1000,0.2,barabassi1000,0.7,0.2,0.0,0.01,0.0,0.1,0.9270909090909091,0.7726363636363636
1000,0.2,barabassi1000,0.7,0.1,0.0,0.01,0.0,0.1,0.9270909090909091,0.7711818181818181
1000,0.2,barabassi1000,0.7,0.3,0.0,0.01,0.0,0.1,0.9270909090909091,0.7572727272727273
1000,0.2,barabassi1000,0.6,0.9,0.0,0.01,0.0,0.1,0.9270909090909091,0.7400909090909089
1000,0.2,barabassi1000,0.6,0.5,0.0,0.01,0.0,0.1,0.9270909090909091,0.738
1000,0.2,barabassi1000,0.6,0.4,0.0,0.01,0.0,0.1,0.9270909090909091,0.7527272727272727
1000,0.2,barabassi1000,0.6,1.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.7465454545454545
1000,0.2,barabassi1000,0.7,0.4,0.0,0.01,0.0,0.1,0.9270909090909091,0.7699999999999999
1000,0.2,barabassi1000,0.6,0.8,0.0,0.01,0.0,0.1,0.9270909090909091,0.7416363636363635
1000,0.2,barabassi1000,0.7,0.5,0.0,0.01,0.0,0.1,0.9270909090909091,0.7605454545454545
1000,0.2,barabassi1000,0.7,0.7,0.0,0.01,0.0,0.1,0.9270909090909091,0.7547272727272727
1000,0.2,barabassi1000,0.7,0.6,0.0,0.01,0.0,0.1,0.9270909090909091,0.7673636363636365
1000,0.2,barabassi1000,0.7,0.8,0.0,0.01,0.0,0.1,0.9270909090909091,0.7637272727272727
1000,0.2,barabassi1000,0.8,0.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.7835454545454545
1000,0.2,barabassi1000,0.7,0.9,0.0,0.01,0.0,0.1,0.9270909090909091,0.761
1000,0.2,barabassi1000,0.9,0.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.8002727272727274
1000,0.2,barabassi1000,0.8,0.2,0.0,0.01,0.0,0.1,0.9270909090909091,0.7792727272727273
1000,0.2,barabassi1000,0.9,0.1,0.0,0.01,0.0,0.1,0.9270909090909091,0.7884545454545454
1000,0.2,barabassi1000,0.8,0.6,0.0,0.01,0.0,0.1,0.9270909090909091,0.7779090909090908
1000,0.2,barabassi1000,0.9,0.3,0.0,0.01,0.0,0.1,0.9270909090909091,0.7863636363636364
1000,0.2,barabassi1000,0.7,1.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.7560000000000001
1000,0.2,barabassi1000,0.8,0.1,0.0,0.01,0.0,0.1,0.9270909090909091,0.7858181818181819
1000,0.2,barabassi1000,0.9,0.2,0.0,0.01,0.0,0.1,0.9270909090909091,0.7970909090909092
1000,0.2,barabassi1000,0.8,0.3,0.0,0.01,0.0,0.1,0.9270909090909091,0.779
1000,0.2,barabassi1000,0.9,0.6,0.0,0.01,0.0,0.1,0.9270909090909091,0.7866363636363635
1000,0.2,barabassi1000,0.8,0.5,0.0,0.01,0.0,0.1,0.9270909090909091,0.7667272727272727
1000,0.2,barabassi1000,0.8,0.7,0.0,0.01,0.0,0.1,0.9270909090909091,0.7712727272727272
1000,0.2,barabassi1000,0.8,0.9,0.0,0.01,0.0,0.1,0.9270909090909091,0.787
1000,0.2,barabassi1000,0.8,0.4,0.0,0.01,0.0,0.1,0.9270909090909091,0.7776363636363637
1000,0.2,barabassi1000,1.0,0.4,0.0,0.01,0.0,0.1,0.9270909090909091,0.8062727272727273
1000,0.2,barabassi1000,1.0,0.2,0.0,0.01,0.0,0.1,0.9270909090909091,0.8042727272727273
1000,0.2,barabassi1000,0.9,0.4,0.0,0.01,0.0,0.1,0.9270909090909091,0.7831818181818182
1000,0.2,barabassi1000,0.9,0.7,0.0,0.01,0.0,0.1,0.9270909090909091,0.7850909090909091
1000,0.2,barabassi1000,0.9,0.5,0.0,0.01,0.0,0.1,0.9270909090909091,0.8011818181818182
1000,0.2,barabassi1000,1.0,0.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.811181818181818
1000,0.2,barabassi1000,0.8,1.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.7746363636363637
1000,0.2,barabassi1000,0.8,0.8,0.0,0.01,0.0,0.1,0.9270909090909091,0.7757272727272728
1000,0.2,barabassi1000,0.9,0.8,0.0,0.01,0.0,0.1,0.9270909090909091,0.7818181818181817
1000,0.2,barabassi1000,1.0,0.6,0.0,0.01,0.0,0.1,0.9270909090909091,0.7967272727272728
1000,0.2,barabassi1000,0.9,1.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.7851818181818182
1000,0.2,barabassi1000,1.0,0.1,0.0,0.01,0.0,0.1,0.9270909090909091,0.8099090909090908
1000,0.2,barabassi1000,1.0,0.3,0.0,0.01,0.0,0.1,0.9270909090909091,0.7978181818181818
1000,0.2,barabassi1000,1.0,0.5,0.0,0.01,0.0,0.1,0.9270909090909091,0.7991818181818181
1000,0.2,barabassi1000,0.9,0.9,0.0,0.01,0.0,0.1,0.9270909090909091,0.7894545454545454
1000,0.2,barabassi1000,1.0,0.7,0.0,0.01,0.0,0.1,0.9270909090909091,0.7955454545454544
1000,0.2,barabassi1000,1.0,0.9,0.0,0.01,0.0,0.1,0.9270909090909091,0.7969090909090909
1000,0.2,barabassi1000,1.0,0.8,0.0,0.01,0.0,0.1,0.9270909090909091,0.7869090909090908
1000,0.2,barabassi1000,1.0,1.0,0.0,0.01,0.0,0.1,0.9270909090909091,0.7885454545454547
1000,0.2,barabassi1000,0.0,0.5,0.0,0.01,0.0,0.1,0.8543636363636365,0.2
1000,0.2,barabassi1000,0.0,0.6,0.0,0.01,0.0,0.1,0.8545454545454546,0.2
1000,0.2,barabassi1000,0.0,0.4,0.0,0.01,0.0,0.1,0.8582727272727273,0.2
1000,0.2,barabassi1000,0.0,0.1,0.0,0.01,0.0,0.1,0.8530000000000002,0.2
1000,0.2,barabassi1000,0.0,0.9,0.0,0.01,0.0,0.1,0.8537272727272729,0.2
1000,0.2,barabassi1000,0.0,0.2,0.0,0.01,0.0,0.1,0.8516363636363639,0.2
1000,0.2,barabassi1000,0.0,0.8,0.0,0.01,0.0,0.1,0.8528181818181818,0.2
1000,0.2,barabassi1000,0.0,1.0,0.0,0.01,0.0,0.1,0.8555454545454547,0.2
1000,0.2,barabassi1000,0.0,0.7,0.0,0.01,0.0,0.1,0.8522727272727273,0.2
1000,0.2,barabassi1000,0.1,0.3,0.0,0.01,0.0,0.2,0.9254545454545456,0.6900000000000001
1000,0.2,barabassi1000,0.1,0.4,0.0,0.01,0.0,0.2,0.9247272727272727,0.6979090909090909
1000,0.2,barabassi1000,0.1,0.0,0.0,0.01,0.0,0.2,0.9253636363636364,0.6956363636363636
1000,0.2,barabassi1000,0.1,0.1,0.0,0.01,0.0,0.2,0.9250909090909093,0.7022727272727273
1000,0.2,barabassi1000,0.0,0.0,0.0,0.01,0.0,0.1,0.8512727272727275,0.2
1000,0.2,barabassi1000,0.1,0.2,0.0,0.01,0.0,0.2,0.9252727272727274,0.6958181818181818
1000,0.2,barabassi1000,0.1,0.5,0.0,0.01,0.0,0.2,0.9255454545454547,0.6872727272727274
1000,0.2,barabassi1000,0.0,0.3,0.0,0.01,0.0,0.1,0.8562727272727273,0.2
1000,0.2,barabassi1000,0.1,0.8,0.0,0.01,0.0,0.2,0.9248181818181819,0.6941818181818182
1000,0.2,barabassi1000,0.1,0.6,0.0,0.01,0.0,0.2,0.9239090909090909,0.7032727272727273
1000,0.2,barabassi1000,0.1,0.9,0.0,0.01,0.0,0.2,0.9253636363636364,0.6964545454545454
